"No.","Time","Source","Destination","Protocol","Length","Info"
"25436","670.457856","","","IEEE 802.15.4","5","Ack"
"25437","670.489000","fe80::20b:b:b:b","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25438","670.708000","fe80::201:1:1:1","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25439","670.807000","fe80::213:13:13:13","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25440","670.819000","fe80::215:15:15:15","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25441","670.975000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25442","670.977856","","","IEEE 802.15.4","5","Ack"
"25443","671.167000","fe80::217:17:17:17","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25444","671.205000","fe80::216:16:16:16","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25445","671.267000","fe80::202:2:2:2","fe80::20f:f:f:f","ICMPv6","102","RPL Control (DODAG Information Object)"
"25446","671.271200","","","IEEE 802.15.4","5","Ack"
"25447","671.305000","fe80::20b:b:b:b","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25448","671.429000","fe80::216:16:16:16","fe80::211:11:11:11","ICMPv6","102","RPL Control (DODAG Information Object)"
"25449","671.433200","","","IEEE 802.15.4","5","Ack"
"25450","671.447000","fe80::20f:f:f:f","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"25451","671.462000","fe80::20e:e:e:e","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25452","671.771000","fe80::212:12:12:12","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25453","671.773856","","","IEEE 802.15.4","5","Ack"
"25454","671.794000","fe80::204:4:4:4","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25455","671.796856","","","IEEE 802.15.4","5","Ack"
"25456","671.823000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25457","671.825856","","","IEEE 802.15.4","5","Ack"
"25458","671.862000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25459","671.864856","","","IEEE 802.15.4","5","Ack"
"25460","671.924000","fe80::20d:d:d:d","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25461","671.940000","fe80::205:5:5:5","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25462","671.990000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25463","671.992856","","","IEEE 802.15.4","5","Ack"
"25464","672.136000","fe80::214:14:14:14","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25465","672.138856","","","IEEE 802.15.4","5","Ack"
"25466","672.265000","fe80::217:17:17:17","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25467","672.267856","","","IEEE 802.15.4","5","Ack"
"25468","672.285000","fe80::204:4:4:4","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25469","672.287856","","","IEEE 802.15.4","5","Ack"
"25470","672.321000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25471","672.323856","","","IEEE 802.15.4","5","Ack"
"25472","672.344000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25473","672.346856","","","IEEE 802.15.4","5","Ack"
"25474","672.738000","fe80::215:15:15:15","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25475","672.740856","","","IEEE 802.15.4","5","Ack"
"25476","672.747000","fe80::204:4:4:4","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25477","672.749856","","","IEEE 802.15.4","5","Ack"
"25478","672.768000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25479","672.770856","","","IEEE 802.15.4","5","Ack"
"25480","672.793000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25481","672.795856","","","IEEE 802.15.4","5","Ack"
"25482","673.148000","fe80::214:14:14:14","fe80::202:2:2:2","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25483","673.150856","","","IEEE 802.15.4","5","Ack"
"25484","673.213000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25485","673.215856","","","IEEE 802.15.4","5","Ack"
"25486","673.234000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25487","673.236856","","","IEEE 802.15.4","5","Ack"
"25488","673.339000","fe80::206:6:6:6","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25489","673.521000","fe80::201:1:1:1","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25490","673.673000","fe80::20e:e:e:e","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25491","673.736000","fe80::216:16:16:16","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25492","673.736000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25493","673.770000","fe80::20c:c:c:c","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25494","673.785000","fe80::211:11:11:11","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25495","673.883000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25496","673.889040","fe80::20f:f:f:f","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25497","673.891896","","","IEEE 802.15.4","5","Ack"
"25498","673.939000","fe80::212:12:12:12","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25499","674.215000","fe80::20b:b:b:b","fe80::216:16:16:16","ICMPv6","102","RPL Control (DODAG Information Object)"
"25500","674.219200","","","IEEE 802.15.4","5","Ack"
"25501","674.266000","fe80::212:12:12:12","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25502","674.267000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25503","674.282000","fe80::201:1:1:1","fe80::206:6:6:6","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25504","674.284856","","","IEEE 802.15.4","5","Ack"
"25505","674.311000","fe80::206:6:6:6","fe80::205:5:5:5","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25506","674.313856","","","IEEE 802.15.4","5","Ack"
"25507","674.431000","fe80::20d:d:d:d","fe80::213:13:13:13","ICMPv6","102","RPL Control (DODAG Information Object)"
"25508","674.435200","","","IEEE 802.15.4","5","Ack"
"25509","674.458000","fe80::20f:f:f:f","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25510","674.460856","","","IEEE 802.15.4","5","Ack"
"25511","674.463000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25512","674.465856","","","IEEE 802.15.4","5","Ack"
"25513","674.504000","fe80::20c:c:c:c","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25514","674.590000","fe80::205:5:5:5","fe80::215:15:15:15","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25515","674.592856","","","IEEE 802.15.4","5","Ack"
"25516","674.633000","fe80::215:15:15:15","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25517","674.635856","","","IEEE 802.15.4","5","Ack"
"25518","674.668000","fe80::204:4:4:4","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25519","674.670856","","","IEEE 802.15.4","5","Ack"
"25520","674.706000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25521","674.708856","","","IEEE 802.15.4","5","Ack"
"25522","674.739000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25523","674.741856","","","IEEE 802.15.4","5","Ack"
"25524","674.751000","fe80::204:4:4:4","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25525","674.784000","fe80::211:11:11:11","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25526","674.856000","fe80::203:3:3:3","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25527","674.877000","fe80::204:4:4:4","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25528","674.894000","fe80::217:17:17:17","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25529","674.896856","","","IEEE 802.15.4","5","Ack"
"25530","674.977000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25531","674.979856","","","IEEE 802.15.4","5","Ack"
"25532","675.007000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25533","675.009856","","","IEEE 802.15.4","5","Ack"
"25534","675.017000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25535","675.060000","fe80::20f:f:f:f","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25536","675.062856","","","IEEE 802.15.4","5","Ack"
"25537","675.144000","fe80::206:6:6:6","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25538","675.146856","","","IEEE 802.15.4","5","Ack"
"25539","675.180000","fe80::212:12:12:12","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25540","675.182856","","","IEEE 802.15.4","5","Ack"
"25541","675.212000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25542","675.214856","","","IEEE 802.15.4","5","Ack"
"25543","675.224000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25544","675.226856","","","IEEE 802.15.4","5","Ack"
"25545","675.238000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25546","675.240856","","","IEEE 802.15.4","5","Ack"
"25547","675.251000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25548","675.253856","","","IEEE 802.15.4","5","Ack"
"25549","675.360000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25550","675.410000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25551","675.762000","fe80::201:1:1:1","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25552","675.764856","","","IEEE 802.15.4","5","Ack"
"25553","675.805000","fe80::212:12:12:12","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25554","675.807856","","","IEEE 802.15.4","5","Ack"
"25555","675.810952","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25556","675.813808","","","IEEE 802.15.4","5","Ack"
"25557","675.819000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25558","675.821856","","","IEEE 802.15.4","5","Ack"
"25559","675.859000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25560","675.861856","","","IEEE 802.15.4","5","Ack"
"25561","676.008000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25562","676.010856","","","IEEE 802.15.4","5","Ack"
"25563","676.022000","fe80::201:1:1:1","fe80::20f:f:f:f","ICMPv6","102","RPL Control (DODAG Information Object)"
"25564","676.026200","","","IEEE 802.15.4","5","Ack"
"25565","676.142000","fe80::214:14:14:14","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"25566","676.187000","fe80::214:14:14:14","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25567","676.189856","","","IEEE 802.15.4","5","Ack"
"25568","676.214000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25569","676.216856","","","IEEE 802.15.4","5","Ack"
"25570","676.218000","fe80::217:17:17:17","fe80::215:15:15:15","ICMPv6","102","RPL Control (DODAG Information Object)"
"25571","676.222200","","","IEEE 802.15.4","5","Ack"
"25572","676.236000","fe80::212:12:12:12","fe80::206:6:6:6","ICMPv6","102","RPL Control (DODAG Information Object)"
"25573","676.240200","","","IEEE 802.15.4","5","Ack"
"25574","676.269000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25575","676.271856","","","IEEE 802.15.4","5","Ack"
"25576","676.284000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25577","676.286856","","","IEEE 802.15.4","5","Ack"
"25578","676.324000","fe80::20f:f:f:f","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25579","676.358000","fe80::212:12:12:12","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25580","676.360856","","","IEEE 802.15.4","5","Ack"
"25581","676.364000","fe80::201:1:1:1","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25582","676.366856","","","IEEE 802.15.4","5","Ack"
"25583","676.402000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25584","676.404856","","","IEEE 802.15.4","5","Ack"
"25585","676.420000","fe80::216:16:16:16","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25586","676.422856","","","IEEE 802.15.4","5","Ack"
"25587","676.432000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25588","676.434856","","","IEEE 802.15.4","5","Ack"
"25589","676.457000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25590","676.459856","","","IEEE 802.15.4","5","Ack"
"25591","676.464000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25592","676.466856","","","IEEE 802.15.4","5","Ack"
"25593","676.469952","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25594","676.472808","","","IEEE 802.15.4","5","Ack"
"25595","676.488000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25596","676.490856","","","IEEE 802.15.4","5","Ack"
"25597","676.503000","fe80::203:3:3:3","fe80::216:16:16:16","ICMPv6","102","RPL Control (DODAG Information Object)"
"25598","676.507200","","","IEEE 802.15.4","5","Ack"
"25599","676.572000","fe80::20b:b:b:b","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25600","676.574856","","","IEEE 802.15.4","5","Ack"
"25601","676.582000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25602","676.584856","","","IEEE 802.15.4","5","Ack"
"25603","676.791000","fe80::201:1:1:1","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25604","676.822000","fe80::206:6:6:6","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25605","676.824856","","","IEEE 802.15.4","5","Ack"
"25606","676.831000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25607","676.833856","","","IEEE 802.15.4","5","Ack"
"25608","676.902000","fe80::20f:f:f:f","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25609","676.904856","","","IEEE 802.15.4","5","Ack"
"25610","676.917000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25611","676.919856","","","IEEE 802.15.4","5","Ack"
"25612","676.997000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25613","676.999856","","","IEEE 802.15.4","5","Ack"
"25614","677.060000","fe80::20b:b:b:b","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25615","677.199000","fe80::20e:e:e:e","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25616","677.201856","","","IEEE 802.15.4","5","Ack"
"25617","677.235000","fe80::20b:b:b:b","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25618","677.237856","","","IEEE 802.15.4","5","Ack"
"25619","677.255000","fe80::217:17:17:17","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25620","677.255000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25621","677.257856","","","IEEE 802.15.4","5","Ack"
"25622","677.257856","","","IEEE 802.15.4","5","Ack"
"25623","677.271000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25624","677.273856","","","IEEE 802.15.4","5","Ack"
"25625","677.278000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25626","677.280856","","","IEEE 802.15.4","5","Ack"
"25627","677.303000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25628","677.305856","","","IEEE 802.15.4","5","Ack"
"25629","677.304000","fe80::206:6:6:6","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25630","677.308952","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25631","677.311808","","","IEEE 802.15.4","5","Ack"
"25632","677.322000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25633","677.324856","","","IEEE 802.15.4","5","Ack"
"25634","677.620000","fe80::206:6:6:6","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25635","677.637000","fe80::20a:a:a:a","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25636","677.662000","fe80::217:17:17:17","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25637","677.664856","","","IEEE 802.15.4","5","Ack"
"25638","677.706000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25639","677.708856","","","IEEE 802.15.4","5","Ack"
"25640","677.746000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25641","677.748856","","","IEEE 802.15.4","5","Ack"
"25642","677.788000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25643","677.790856","","","IEEE 802.15.4","5","Ack"
"25644","677.996000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25645","677.998856","","","IEEE 802.15.4","5","Ack"
"25646","678.259000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25647","678.261856","","","IEEE 802.15.4","5","Ack"
"25648","678.276000","fe80::205:5:5:5","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25649","678.296000","fe80::203:3:3:3","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25650","678.299000","fe80::217:17:17:17","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25651","678.354000","fe80::20a:a:a:a","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25652","678.379000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25653","678.435000","fe80::212:12:12:12","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25654","678.449000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25655","678.478000","fe80::205:5:5:5","fe80::215:15:15:15","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25656","678.480856","","","IEEE 802.15.4","5","Ack"
"25657","678.520000","fe80::215:15:15:15","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25658","678.522856","","","IEEE 802.15.4","5","Ack"
"25659","678.525952","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25660","678.528808","","","IEEE 802.15.4","5","Ack"
"25661","678.587000","fe80::206:6:6:6","fe80::201:1:1:1","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25662","678.589856","","","IEEE 802.15.4","5","Ack"
"25663","678.602000","fe80::215:15:15:15","fe80::204:4:4:4","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25664","678.604856","","","IEEE 802.15.4","5","Ack"
"25665","678.631000","fe80::201:1:1:1","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25666","678.633856","","","IEEE 802.15.4","5","Ack"
"25667","678.642000","fe80::20f:f:f:f","fe80::210:10:10:10","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25668","678.644856","","","IEEE 802.15.4","5","Ack"
"25669","678.647952","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25670","678.650808","","","IEEE 802.15.4","5","Ack"
"25671","678.667000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25672","678.669856","","","IEEE 802.15.4","5","Ack"
"25673","678.689000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25674","678.691856","","","IEEE 802.15.4","5","Ack"
"25675","678.704000","fe80::215:15:15:15","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25676","678.719000","fe80::204:4:4:4","fe80::203:3:3:3","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25677","678.721856","","","IEEE 802.15.4","5","Ack"
"25678","678.734000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25679","678.736856","","","IEEE 802.15.4","5","Ack"
"25680","678.772000","fe80::211:11:11:11","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25681","678.816000","fe80::203:3:3:3","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25682","678.818856","","","IEEE 802.15.4","5","Ack"
"25683","678.859000","fe80::20e:e:e:e","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25684","678.861000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25685","678.863856","","","IEEE 802.15.4","5","Ack"
"25686","679.004000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25687","679.006856","","","IEEE 802.15.4","5","Ack"
"25688","679.029000","fe80::20f:f:f:f","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25689","679.176000","fe80::213:13:13:13","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25690","679.253000","fe80::20a:a:a:a","fe80::214:14:14:14","ICMPv6","102","RPL Control (DODAG Information Object)"
"25691","679.257200","","","IEEE 802.15.4","5","Ack"
"25692","679.262000","fe80::211:11:11:11","ff02::1a","ICMPv6","27","RPL Control (DODAG Information Solicitation)"
"25693","679.268000","fe80::20c:c:c:c","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25694","679.280000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25695","679.385000","fe80::211:11:11:11","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25696","679.456000","fe80::202:2:2:2","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25697","679.458856","","","IEEE 802.15.4","5","Ack"
"25698","679.524000","fe80::203:3:3:3","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25699","679.586000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25700","679.588856","","","IEEE 802.15.4","5","Ack"
"25701","679.648000","fe80::216:16:16:16","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25702","679.692000","fe80::20e:e:e:e","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25703","679.973000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25704","679.975856","","","IEEE 802.15.4","5","Ack"
"25705","680.058000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25706","680.069000","fe80::20f:f:f:f","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25707","680.071856","","","IEEE 802.15.4","5","Ack"
"25708","680.082000","fe80::20b:b:b:b","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25709","680.120000","fe80::213:13:13:13","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25710","680.167000","fe80::216:16:16:16","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25711","680.173000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25712","680.249000","fe80::211:11:11:11","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25713","680.251856","","","IEEE 802.15.4","5","Ack"
"25714","680.275000","fe80::215:15:15:15","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25715","680.585000","fe80::210:10:10:10","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25716","680.587856","","","IEEE 802.15.4","5","Ack"
"25717","680.714000","fe80::204:4:4:4","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25718","680.716856","","","IEEE 802.15.4","5","Ack"
"25719","680.965000","fe80::217:17:17:17","fe80::212:12:12:12","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25720","680.967856","","","IEEE 802.15.4","5","Ack"
"25721","680.986000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25722","680.988856","","","IEEE 802.15.4","5","Ack"
"25723","681.044000","fe80::201:1:1:1","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"25724","681.058000","fe80::20d:d:d:d","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25725","681.060856","","","IEEE 802.15.4","5","Ack"
"25726","681.149000","fe80::20b:b:b:b","fe80::213:13:13:13","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25727","681.151856","","","IEEE 802.15.4","5","Ack"
"25728","681.183000","fe80::213:13:13:13","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25729","681.185856","","","IEEE 802.15.4","5","Ack"
"25730","681.266000","fe80::20c:c:c:c","fe80::218:18:18:18","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"25731","681.268856","","","IEEE 802.15.4","5","Ack"
"25732","681.305000","fe80::218:18:18:18","fe80::209:9:9:9","ICMPv6","60","RPL Control (Destination Advertisement Object)"
