"No.","Time","Source","Destination","Protocol","Length","Info"
"11588","275.850000","fe80::212:12:12:12","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11589","275.873000","fe80::205:5:5:5","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11590","275.920000","fe80::215:15:15:15","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11591","275.970000","fe80::210:10:10:10","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11592","276.036000","fe80::20a:a:a:a","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11593","276.083000","fe80::211:11:11:11","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11594","276.103000","fe80::203:3:3:3","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11595","276.123000","fe80::216:16:16:16","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11596","276.165000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11597","276.165000","fe80::217:17:17:17","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11598","276.187000","fe80::213:13:13:13","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11599","276.189856","","","IEEE 802.15.4","5","Ack"
"11600","276.196000","fe80::216:16:16:16","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11601","276.198856","","","IEEE 802.15.4","5","Ack"
"11602","276.205000","fe80::203:3:3:3","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11603","276.205000","fe80::20f:f:f:f","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11604","276.216000","fe80::203:3:3:3","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11605","276.218856","","","IEEE 802.15.4","5","Ack"
"11606","276.222000","fe80::20f:f:f:f","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11607","276.224856","","","IEEE 802.15.4","5","Ack"
"11608","276.248000","fe80::214:14:14:14","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11609","276.250856","","","IEEE 802.15.4","5","Ack"
"11610","276.254000","fe80::211:11:11:11","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11611","276.256856","","","IEEE 802.15.4","5","Ack"
"11612","276.301000","fe80::20e:e:e:e","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11613","276.303856","","","IEEE 802.15.4","5","Ack"
"11614","276.344000","fe80::204:4:4:4","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11615","276.420000","fe80::20a:a:a:a","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11616","276.422856","","","IEEE 802.15.4","5","Ack"
"11617","276.428000","fe80::20f:f:f:f","fe80::211:11:11:11","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11618","276.430856","","","IEEE 802.15.4","5","Ack"
"11619","276.436000","fe80::214:14:14:14","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11620","276.438856","","","IEEE 802.15.4","5","Ack"
"11621","276.450000","fe80::201:1:1:1","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11622","276.482000","fe80::20c:c:c:c","fe80::218:18:18:18","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11623","276.484856","","","IEEE 802.15.4","5","Ack"
"11624","276.508000","fe80::214:14:14:14","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11625","276.519000","fe80::211:11:11:11","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11626","276.521856","","","IEEE 802.15.4","5","Ack"
"11627","276.548000","fe80::20f:f:f:f","fe80::214:14:14:14","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11628","276.550856","","","IEEE 802.15.4","5","Ack"
"11629","276.555000","fe80::211:11:11:11","fe80::20b:b:b:b","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11630","276.557856","","","IEEE 802.15.4","5","Ack"
"11631","276.589000","fe80::206:6:6:6","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11632","276.633000","fe80::205:5:5:5","fe80::217:17:17:17","ICMPv6","102","RPL Control (DODAG Information Object)"
"11633","276.637200","","","IEEE 802.15.4","5","Ack"
"11634","276.647000","fe80::202:2:2:2","ff02::1a","ICMPv6","97","RPL Control (DODAG Information Object)"
"11635","276.747000","fe80::212:12:12:12","fe80::20f:f:f:f","ICMPv6","60","RPL Control (Destination Advertisement Object)"
"11636","276.749856","","","IEEE 802.15.4","5","Ack"
